For Example 105, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0006, 0.0056, 0.0004, 0.2976, 0.3304, 0.0427, 0.4417, 0.0121, 0.0017, 0.0018, 0.4634, 0.2496, 0.0017, 0.0529, 0.3201, 0.0093, 0.0152, 0.0086, 0.0068, 0.0059, 0.0173, 0.0009, 0.0409, 0.0190, 0.0034, 0.0139, 0.0142, 0.0284, 0.0000, 0.0132, 0.0154, 0.0189]
For Example 106, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0014, 0.0030, 0.0000, 0.0000, 0.0273, 0.0460, 0.0002, 0.0547, 0.0399, 0.1258, 0.0050, 0.0178, 0.0107, 0.0356, 0.0745, 0.0140, 0.0185, 0.1144, 0.0229, 0.0085, 0.0058, 0.0079, 0.0108, 0.0496, 0.0581, 0.0462, 0.0072, 0.0149, 0.0000, 0.0018, 0.0000, 0.0155]
For Example 107, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0009, 0.0041, 0.0006, 0.1690, 0.0003, 0.0000, 0.0316, 0.0507, 0.0201, 0.0042, 0.0627, 0.0003, 0.0144, 0.0116, 0.0701, 0.0001, 0.4304, 0.7804, 0.1241, 0.7002, 0.1703, 0.0003, 0.0069, 0.0078, 0.0058, 0.0247, 0.0015, 0.0904, 0.0312, 0.0002, 0.0240, 0.0281]
For Example 109, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0063, 0.0444, 0.0127, 0.4289, 0.0111, 0.2986, 0.0691, 0.1932, 0.7596, 0.0536, 0.6199, 0.1150, 0.1582, 0.1515, 0.1332, 0.6347, 0.0006, 0.8584, 0.3728, 0.1054, 0.0937, 0.1498, 0.0406, 0.0881, 0.0202, 0.0387, 0.0472, 0.0160, 0.0018, 0.0433, 0.1669, 0.0085]
For Example 110, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0009, 0.0054, 0.0056, 0.1210, 0.0000, 0.2151, 0.0420, 0.0003, -0.0000, 0.0134, 0.0020, 0.0040, 0.2137, 0.1508, 0.1336, 0.1416, 0.1158, 0.3256, 0.1238, 0.0184, 0.0025, 0.0124, 0.0001, 0.0000, 0.0053, 0.0361, 0.0002, 0.0073, 0.0083, 0.0111, 0.0018, 0.0076]
For Example 117, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0032, 0.0058, 0.0049, 0.0758, 0.0001, 0.0000, 0.0036, 0.0156, 0.0694, 0.0558, 0.0078, 0.0457, 0.0353, 0.0080, 0.0062, 0.0287, 0.0059, 0.0406, 0.0586, 0.0024, 0.0047, 0.0111, 0.0101, 0.0366, 0.0000, 0.0935, 0.0997, 0.1907, 0.0398, 0.0068, 0.0053, 0.0090]
For Example 118, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0024, 0.0227, 0.0069, 0.1119, 0.1039, 0.1251, 0.0012, 0.1276, 0.0112, 0.1367, 0.2975, 0.1267, 0.0001, 0.0225, 0.0658, 0.2962, 0.0018, 0.0019, 0.0052, 0.0614, 0.0155, 0.1018, 0.0000, 0.0234, 0.1233, 0.0227, 0.0142, 0.0116, 0.0006, 0.0010, 0.0351, 0.0028]
For Example 119, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0004, 0.0108, 0.0000, 0.0000, 0.0082, 0.1787, 0.0000, 0.0588, 0.0630, 0.0240, 0.0066, 0.0820, 0.0233, 0.1332, 0.0266, 0.0263, 0.0487, 0.0334, 0.0032, 0.0712, 0.0030, 0.1718, 0.0000, 0.4211, 0.1583, 0.0335, 0.0041, 0.0038, 0.0004, 0.0063, 0.0008, 0.0117]
For Example 120, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0025, 0.0096, 0.0036, 0.1301, 0.1940, 0.0018, 0.0526, 0.0657, 0.0818, 0.0641, 0.2412, 0.0019, 0.2450, 0.0277, 0.0119, 0.0731, 0.1234, 0.0152, 0.0251, 0.0018, 0.0122, 0.0455, 0.1252, 0.0126, 0.1571, 0.0000, 0.0530, 0.0118, 0.0038, 0.0011, 0.0553, 0.0000]
For Example 123, Average KL-DV of Tokens Across Perturbations for desp method is: [0.0080, 0.0284, 0.0000, 0.0034, 0.0724, 0.1516, 0.0069, 0.0429, 0.0213, 0.2953, 0.0348, 0.0000, 0.0150, 0.0072, 0.0215, 0.0826, 0.1607, 0.0740, 0.0259, 0.0222, 0.1430, 0.0117, 0.0106, 0.0905, 0.0130, 0.0395, 0.0000, 0.1059, 0.0015, 0.0000, 0.0628, 0.0125]
